Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
nike-swoosh-low-top-sneakers,,,,,,,,US 7.5 - EU 40.5,,,,,"",2992.0,,0,deny,manual,55.00,101.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15438533_27314477_1000_d286b217-efd9-48fb-bb4a-4dade87114d3.jpg?v=1591112880,2,,,,,,,,,,,,,,,,,,,kg,kg,
nike-swoosh-low-top-sneakers,,,,,,,,US 8 - EU 41,,,,,"",2992.0,,0,deny,manual,55.00,101.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15438533_27315256_1000.jpg?v=1591112880,3,,,,,,,,,,,,,,,,,,,kg,kg,
nike-swoosh-low-top-sneakers,,,,,,,,US 8.5 - EU 42,,,,,"",2992.0,,0,deny,manual,55.00,101.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15438533_27314479_1000.jpg?v=1591112880,4,,,,,,,,,,,,,,,,,,,kg,kg,
nike-swoosh-low-top-sneakers,,,,,,,,US 9 - EU 42.5,,,,,"",2992.0,,0,deny,manual,55.00,101.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
nike-swoosh-low-top-sneakers,,,,,,,,US 9.5 - EU 43,,,,,"",2992.0,,0,deny,manual,55.00,101.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
nike-swoosh-low-top-sneakers,,,,,,,,US 10 - EU 44,,,,,"",2992.0,,0,deny,manual,55.00,101.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
nike-swoosh-low-top-sneakers,,,,,,,,US 10.5 - EU 44.5,,,,,"",2992.0,,0,deny,manual,55.00,101.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
nike-swoosh-low-top-sneakers,,,,,,,,US 11 - EU 45,,,,,"",2992.0,,0,deny,manual,55.00,101.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
nike-swoosh-low-top-sneakers,,,,,,,,US 11.5 - EU 45.5,,,,,"",2992.0,,0,deny,manual,55.00,101.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
nike-swoosh-low-top-sneakers,,,,,,,,US 12 - EU 46,,,,,"",2992.0,,0,deny,manual,55.00,101.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
nike-swoosh-low-top-sneakers,,,,,,,,US 12.5 - EU 47,,,,,"",2992.0,,0,deny,manual,55.00,101.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
nike-swoosh-low-top-sneakers,,,,,,,,US 13 - EU 47.5,,,,,"",2992.0,,0,deny,manual,55.00,101.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
nike-swoosh-low-top-sneakers,,,,,,,,US 13.5 - EU 48,,,,,"",2992.0,,0,deny,manual,55.00,101.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
nike-swoosh-low-top-sneakers,,,,,,,,US 14 - EU 48.5,,,,,"",2992.0,,0,deny,manual,55.00,101.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
rombaut-protect-hybrid-low-top-trainers,Protect Hybrid Low-Top Trainers,"<p><span>Black vegan leather Protect Hybrid low-top trainers from Rombaut featuring stitched panels, piped seams to the front, a pull tab at the rear, a lace fastening, a round toe, a branded insole and a ridged rubber sole. POSITIVELY CONSCIOUS: Rombaut scores 3 out 5 by independent ethical brand rating agency Good On You. Its entire product range is vegan.</span></p>",Rombaut,Rombaut,Rombaut,true,Size,US 7 - EU 40,,,,,"",2873.0,,0,deny,manual,90.00,330.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15445477_27309967_1000_48146f19-7dbf-4b84-8d84-5479deba5146.jpg?v=1591112862,1,,false,Protect Hybrid low-top trainers,Never pay again full price for high class sneakers. Premium quality, affordable prices, 4-12 days delivery - shop now on TheSneakr for ridiculous discounts on replicas!,Sneakers,Rombaut,Unisex,Any,,Sneakers,,new,used,FALSE,,,kg,kg,
rombaut-protect-hybrid-low-top-trainers,,,,,,,,US 7.5 - EU 40.5,,,,,"",2873.0,,0,deny,manual,90.00,330.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15445477_27309969_1000_74b093e6-49b5-42ed-a4db-3136a061be6b.jpg?v=1591112862,2,,,,,,,,,,,,,,,,,,,kg,kg,
rombaut-protect-hybrid-low-top-trainers,,,,,,,,US 8 - EU 41,,,,,"",2873.0,,0,deny,manual,90.00,330.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15445477_27309968_1000_45703424-80e1-4bb3-b749-121134b32870.jpg?v=1591112862,3,,,,,,,,,,,,,,,,,,,kg,kg,
rombaut-protect-hybrid-low-top-trainers,,,,,,,,US 8.5 - EU 42,,,,,"",2873.0,,0,deny,manual,90.00,330.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15445477_27309970_1000_cd949b42-9968-4e06-8ea0-2e7dbe5a77bb.jpg?v=1591112862,4,,,,,,,,,,,,,,,,,,,kg,kg,
rombaut-protect-hybrid-low-top-trainers,,,,,,,,US 9 - EU 42.5,,,,,"",2873.0,,0,deny,manual,90.00,330.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
rombaut-protect-hybrid-low-top-trainers,,,,,,,,US 9.5 - EU 43,,,,,"",2873.0,,0,deny,manual,90.00,330.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
rombaut-protect-hybrid-low-top-trainers,,,,,,,,US 10 - EU 44,,,,,"",2873.0,,0,deny,manual,90.00,330.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
rombaut-protect-hybrid-low-top-trainers,,,,,,,,US 10.5 - EU 44.5,,,,,"",2873.0,,0,deny,manual,90.00,330.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
rombaut-protect-hybrid-low-top-trainers,,,,,,,,US 11 - EU 45,,,,,"",2873.0,,0,deny,manual,90.00,330.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
rombaut-protect-hybrid-low-top-trainers,,,,,,,,US 11.5 - EU 45.5,,,,,"",2873.0,,0,deny,manual,90.00,330.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
rombaut-protect-hybrid-low-top-trainers,,,,,,,,US 12 - EU 46,,,,,"",2873.0,,0,deny,manual,90.00,330.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
rombaut-protect-hybrid-low-top-trainers,,,,,,,,US 12.5 - EU 47,,,,,"",2873.0,,0,deny,manual,90.00,330.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
rombaut-protect-hybrid-low-top-trainers,,,,,,,,US 13 - EU 47.5,,,,,"",2873.0,,0,deny,manual,90.00,330.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
rombaut-protect-hybrid-low-top-trainers,,,,,,,,US 13.5 - EU 48,,,,,"",2873.0,,0,deny,manual,90.00,330.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
rombaut-protect-hybrid-low-top-trainers,,,,,,,,US 14 - EU 48.5,,,,,"",2873.0,,0,deny,manual,90.00,330.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-continental-80-low-top-sneakers,Continental 80 Low-Top Sneakers,<p></p>,adidas,adidas,adidas,true,Size,US 7 - EU 40,,,,,"",2644.0,,0,deny,manual,44.00,81.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15461680_27383896_1000_16d23eb2-3850-4722-99c0-3e1cb1a6de37.jpg?v=1591112849,1,,false,Continental 80 low-top sneakers,Never pay again full price for high class sneakers. Premium quality, affordable prices, 4-12 days delivery - shop now on TheSneakr for ridiculous discounts on replicas!,Sneakers,adidas,Unisex,Any,,Sneakers,,new,used,FALSE,,,kg,kg,
adidas-continental-80-low-top-sneakers,,,,,,,,US 7.5 - EU 40.5,,,,,"",2644.0,,0,deny,manual,44.00,81.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15461680_27383897_1000_d89f8596-0e2d-49b0-9b02-8727ddfaafd1.jpg?v=1591112849,2,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-continental-80-low-top-sneakers,,,,,,,,US 8 - EU 41,,,,,"",2644.0,,0,deny,manual,44.00,81.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15461680_27377838_1000_acf819e8-cb96-411d-8112-139ec61bf1e3.jpg?v=1591112849,3,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-continental-80-low-top-sneakers,,,,,,,,US 8.5 - EU 42,,,,,"",2644.0,,0,deny,manual,44.00,81.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15461680_27383898_1000_dd68fc9c-1f53-401c-afcc-bc6f8939a2ad.jpg?v=1591112849,4,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-continental-80-low-top-sneakers,,,,,,,,US 9 - EU 42.5,,,,,"",2644.0,,0,deny,manual,44.00,81.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-continental-80-low-top-sneakers,,,,,,,,US 9.5 - EU 43,,,,,"",2644.0,,0,deny,manual,44.00,81.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-continental-80-low-top-sneakers,,,,,,,,US 10 - EU 44,,,,,"",2644.0,,0,deny,manual,44.00,81.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-continental-80-low-top-sneakers,,,,,,,,US 10.5 - EU 44.5,,,,,"",2644.0,,0,deny,manual,44.00,81.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-continental-80-low-top-sneakers,,,,,,,,US 11 - EU 45,,,,,"",2644.0,,0,deny,manual,44.00,81.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-continental-80-low-top-sneakers,,,,,,,,US 11.5 - EU 45.5,,,,,"",2644.0,,0,deny,manual,44.00,81.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-continental-80-low-top-sneakers,,,,,,,,US 12 - EU 46,,,,,"",2644.0,,0,deny,manual,44.00,81.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-continental-80-low-top-sneakers,,,,,,,,US 12.5 - EU 47,,,,,"",2644.0,,0,deny,manual,44.00,81.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-continental-80-low-top-sneakers,,,,,,,,US 13 - EU 47.5,,,,,"",2644.0,,0,deny,manual,44.00,81.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-continental-80-low-top-sneakers,,,,,,,,US 13.5 - EU 48,,,,,"",2644.0,,0,deny,manual,44.00,81.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-continental-80-low-top-sneakers,,,,,,,,US 14 - EU 48.5,,,,,"",2644.0,,0,deny,manual,44.00,81.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
officine-creative-krace-low-top-sneakers,Krace Low-Top Sneakers,"<p><span>Black calf leather Krace low-top sneakers from Officine Creative featuring a round toe, a lace fastening, a ridged rubber sole, a perforated detail, patent leather and a branded insole.</span></p>",Officine Creative,Officine Creative,Officine Creative,true,Size,US 7 - EU 40,,,,,"",3228.0,,0,deny,manual,90.00,381.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15439604_27378067_1000_615b7111-5226-465d-ab07-afcfd1bf0c0f.jpg?v=1591112844,1,,false,Krace low-top sneakers,Never pay again full price for high class sneakers. Premium quality, affordable prices, 4-12 days delivery - shop now on TheSneakr for ridiculous discounts on replicas!,Sneakers,Officine Creative,Unisex,Any,,Sneakers,,new,used,FALSE,,,kg,kg,
officine-creative-krace-low-top-sneakers,,,,,,,,US 7.5 - EU 40.5,,,,,"",3228.0,,0,deny,manual,90.00,381.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15439604_27378068_1000_2d11e6c2-9211-4885-a482-cabe33031722.jpg?v=1591112844,2,,,,,,,,,,,,,,,,,,,kg,kg,
officine-creative-krace-low-top-sneakers,,,,,,,,US 8 - EU 41,,,,,"",3228.0,,0,deny,manual,90.00,381.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15439604_27378069_1000_4b01b958-9225-4ac1-9500-4f7e2a2981df.jpg?v=1591112844,3,,,,,,,,,,,,,,,,,,,kg,kg,
officine-creative-krace-low-top-sneakers,,,,,,,,US 8.5 - EU 42,,,,,"",3228.0,,0,deny,manual,90.00,381.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15439604_27375332_1000_940f6ae2-da0e-4a9f-b118-926cd2c9a946.jpg?v=1591112844,4,,,,,,,,,,,,,,,,,,,kg,kg,
officine-creative-krace-low-top-sneakers,,,,,,,,US 9 - EU 42.5,,,,,"",3228.0,,0,deny,manual,90.00,381.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
officine-creative-krace-low-top-sneakers,,,,,,,,US 9.5 - EU 43,,,,,"",3228.0,,0,deny,manual,90.00,381.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
officine-creative-krace-low-top-sneakers,,,,,,,,US 10 - EU 44,,,,,"",3228.0,,0,deny,manual,90.00,381.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
officine-creative-krace-low-top-sneakers,,,,,,,,US 10.5 - EU 44.5,,,,,"",3228.0,,0,deny,manual,90.00,381.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
officine-creative-krace-low-top-sneakers,,,,,,,,US 11 - EU 45,,,,,"",3228.0,,0,deny,manual,90.00,381.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
officine-creative-krace-low-top-sneakers,,,,,,,,US 11.5 - EU 45.5,,,,,"",3228.0,,0,deny,manual,90.00,381.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
officine-creative-krace-low-top-sneakers,,,,,,,,US 12 - EU 46,,,,,"",3228.0,,0,deny,manual,90.00,381.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
officine-creative-krace-low-top-sneakers,,,,,,,,US 12.5 - EU 47,,,,,"",3228.0,,0,deny,manual,90.00,381.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
officine-creative-krace-low-top-sneakers,,,,,,,,US 13 - EU 47.5,,,,,"",3228.0,,0,deny,manual,90.00,381.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
officine-creative-krace-low-top-sneakers,,,,,,,,US 13.5 - EU 48,,,,,"",3228.0,,0,deny,manual,90.00,381.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
officine-creative-krace-low-top-sneakers,,,,,,,,US 14 - EU 48.5,,,,,"",3228.0,,0,deny,manual,90.00,381.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
tommy-hilfiger-iconic-lace-up-sneakers,Iconic Lace-Up Sneakers,"<p><span>Light brown organic cotton Iconic lace-up sneakers from Tommy Hilfiger featuring a round toe, a lace-up front fastening, a logo patch at the tongue, a contrasting heel counter and a flat rubber sole. POSITIVELY CONSCIOUS: This product is made with a material widely recognised as being better for the planet, so you can be confident you are choosing positively.</span></p>",Tommy Hilfiger,Tommy Hilfiger,Tommy Hilfiger,true,Size,US 7 - EU 40,,,,,"",3325.0,,0,deny,manual,42.00,77.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15450996_27319278_1000_cefc3981-399d-4eda-ac80-05541e36f773.jpg?v=1591112838,1,,false,Iconic lace-up sneakers,Never pay again full price for high class sneakers. Premium quality, affordable prices, 4-12 days delivery - shop now on TheSneakr for ridiculous discounts on replicas!,Sneakers,Tommy Hilfiger,Unisex,Any,,Sneakers,,new,used,FALSE,,,kg,kg,
tommy-hilfiger-iconic-lace-up-sneakers,,,,,,,,US 7.5 - EU 40.5,,,,,"",3325.0,,0,deny,manual,42.00,77.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15450996_27320010_1000_767a5703-63bf-44a3-8c62-1169b2b66bfb.jpg?v=1591112838,2,,,,,,,,,,,,,,,,,,,kg,kg,
tommy-hilfiger-iconic-lace-up-sneakers,,,,,,,,US 8 - EU 41,,,,,"",3325.0,,0,deny,manual,42.00,77.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15450996_27318697_1000_80852721-d311-4e3a-a3d0-1564ea363f49.jpg?v=1591112838,3,,,,,,,,,,,,,,,,,,,kg,kg,
tommy-hilfiger-iconic-lace-up-sneakers,,,,,,,,US 8.5 - EU 42,,,,,"",3325.0,,0,deny,manual,42.00,77.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15450996_27320009_1000_8c17a256-8675-4476-82c6-159b6ee7a672.jpg?v=1591112838,4,,,,,,,,,,,,,,,,,,,kg,kg,
tommy-hilfiger-iconic-lace-up-sneakers,,,,,,,,US 9 - EU 42.5,,,,,"",3325.0,,0,deny,manual,42.00,77.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
tommy-hilfiger-iconic-lace-up-sneakers,,,,,,,,US 9.5 - EU 43,,,,,"",3325.0,,0,deny,manual,42.00,77.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
tommy-hilfiger-iconic-lace-up-sneakers,,,,,,,,US 10 - EU 44,,,,,"",3325.0,,0,deny,manual,42.00,77.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
tommy-hilfiger-iconic-lace-up-sneakers,,,,,,,,US 10.5 - EU 44.5,,,,,"",3325.0,,0,deny,manual,42.00,77.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
tommy-hilfiger-iconic-lace-up-sneakers,,,,,,,,US 11 - EU 45,,,,,"",3325.0,,0,deny,manual,42.00,77.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
tommy-hilfiger-iconic-lace-up-sneakers,,,,,,,,US 11.5 - EU 45.5,,,,,"",3325.0,,0,deny,manual,42.00,77.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
tommy-hilfiger-iconic-lace-up-sneakers,,,,,,,,US 12 - EU 46,,,,,"",3325.0,,0,deny,manual,42.00,77.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
tommy-hilfiger-iconic-lace-up-sneakers,,,,,,,,US 12.5 - EU 47,,,,,"",3325.0,,0,deny,manual,42.00,77.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
tommy-hilfiger-iconic-lace-up-sneakers,,,,,,,,US 13 - EU 47.5,,,,,"",3325.0,,0,deny,manual,42.00,77.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
tommy-hilfiger-iconic-lace-up-sneakers,,,,,,,,US 13.5 - EU 48,,,,,"",3325.0,,0,deny,manual,42.00,77.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
tommy-hilfiger-iconic-lace-up-sneakers,,,,,,,,US 14 - EU 48.5,,,,,"",3325.0,,0,deny,manual,42.00,77.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
baldinini-low-top-sneakers,Low-Top Sneakers,<p></p>,Baldinini,Baldinini,Baldinini,true,Size,US 7 - EU 40,,,,,"",3973.0,,0,deny,manual,90.00,335.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15458497_27401826_1000.jpg?v=1591112856,1,,false,low-top sneakers,Never pay again full price for high class sneakers. Premium quality, affordable prices, 4-12 days delivery - shop now on TheSneakr for ridiculous discounts on replicas!,Sneakers,Baldinini,Unisex,Any,,Sneakers,,new,used,FALSE,,,kg,kg,
baldinini-low-top-sneakers,,,,,,,,US 7.5 - EU 40.5,,,,,"",3973.0,,0,deny,manual,90.00,335.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15458497_27399863_1000.jpg?v=1591112856,2,,,,,,,,,,,,,,,,,,,kg,kg,
baldinini-low-top-sneakers,,,,,,,,US 8 - EU 41,,,,,"",3973.0,,0,deny,manual,90.00,335.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15458497_27401827_1000.jpg?v=1591112856,3,,,,,,,,,,,,,,,,,,,kg,kg,
baldinini-low-top-sneakers,,,,,,,,US 8.5 - EU 42,,,,,"",3973.0,,0,deny,manual,90.00,335.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15458497_27401829_1000.jpg?v=1591112856,4,,,,,,,,,,,,,,,,,,,kg,kg,
baldinini-low-top-sneakers,,,,,,,,US 9 - EU 42.5,,,,,"",3973.0,,0,deny,manual,90.00,335.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
baldinini-low-top-sneakers,,,,,,,,US 9.5 - EU 43,,,,,"",3973.0,,0,deny,manual,90.00,335.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
baldinini-low-top-sneakers,,,,,,,,US 10 - EU 44,,,,,"",3973.0,,0,deny,manual,90.00,335.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
baldinini-low-top-sneakers,,,,,,,,US 10.5 - EU 44.5,,,,,"",3973.0,,0,deny,manual,90.00,335.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
baldinini-low-top-sneakers,,,,,,,,US 11 - EU 45,,,,,"",3973.0,,0,deny,manual,90.00,335.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
baldinini-low-top-sneakers,,,,,,,,US 11.5 - EU 45.5,,,,,"",3973.0,,0,deny,manual,90.00,335.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
baldinini-low-top-sneakers,,,,,,,,US 12 - EU 46,,,,,"",3973.0,,0,deny,manual,90.00,335.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
baldinini-low-top-sneakers,,,,,,,,US 12.5 - EU 47,,,,,"",3973.0,,0,deny,manual,90.00,335.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
baldinini-low-top-sneakers,,,,,,,,US 13 - EU 47.5,,,,,"",3973.0,,0,deny,manual,90.00,335.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
baldinini-low-top-sneakers,,,,,,,,US 13.5 - EU 48,,,,,"",3973.0,,0,deny,manual,90.00,335.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
baldinini-low-top-sneakers,,,,,,,,US 14 - EU 48.5,,,,,"",3973.0,,0,deny,manual,90.00,335.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-deerupt-runner-sneakers,Deerupt Runner Sneakers,<p></p>,adidas,adidas,adidas,true,Size,US 7 - EU 40,,,,,"",3350.0,,0,deny,manual,44.00,81.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15461681_27377839_1000_f04f475b-aa71-4d94-a350-a27210d91db0.jpg?v=1591112827,1,,false,Deerupt Runner sneakers,Never pay again full price for high class sneakers. Premium quality, affordable prices, 4-12 days delivery - shop now on TheSneakr for ridiculous discounts on replicas!,Sneakers,adidas,Unisex,Any,,Sneakers,,new,used,FALSE,,,kg,kg,
adidas-deerupt-runner-sneakers,,,,,,,,US 7.5 - EU 40.5,,,,,"",3350.0,,0,deny,manual,44.00,81.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15461681_27377840_1000_948a0354-2dcc-498f-991f-a669f415e3e5.jpg?v=1591112827,2,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-deerupt-runner-sneakers,,,,,,,,US 8 - EU 41,,,,,"",3350.0,,0,deny,manual,44.00,81.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15461681_27383899_1000_40997e09-ddd2-467a-b9e8-e5d85cfd466b.jpg?v=1591112827,3,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-deerupt-runner-sneakers,,,,,,,,US 8.5 - EU 42,,,,,"",3350.0,,0,deny,manual,44.00,81.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15461681_27377841_1000_1ca2ee95-d8ff-41d2-8703-121da31da88e.jpg?v=1591112827,4,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-deerupt-runner-sneakers,,,,,,,,US 9 - EU 42.5,,,,,"",3350.0,,0,deny,manual,44.00,81.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-deerupt-runner-sneakers,,,,,,,,US 9.5 - EU 43,,,,,"",3350.0,,0,deny,manual,44.00,81.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-deerupt-runner-sneakers,,,,,,,,US 10 - EU 44,,,,,"",3350.0,,0,deny,manual,44.00,81.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-deerupt-runner-sneakers,,,,,,,,US 10.5 - EU 44.5,,,,,"",3350.0,,0,deny,manual,44.00,81.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-deerupt-runner-sneakers,,,,,,,,US 11 - EU 45,,,,,"",3350.0,,0,deny,manual,44.00,81.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-deerupt-runner-sneakers,,,,,,,,US 11.5 - EU 45.5,,,,,"",3350.0,,0,deny,manual,44.00,81.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-deerupt-runner-sneakers,,,,,,,,US 12 - EU 46,,,,,"",3350.0,,0,deny,manual,44.00,81.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-deerupt-runner-sneakers,,,,,,,,US 12.5 - EU 47,,,,,"",3350.0,,0,deny,manual,44.00,81.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-deerupt-runner-sneakers,,,,,,,,US 13 - EU 47.5,,,,,"",3350.0,,0,deny,manual,44.00,81.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-deerupt-runner-sneakers,,,,,,,,US 13.5 - EU 48,,,,,"",3350.0,,0,deny,manual,44.00,81.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-deerupt-runner-sneakers,,,,,,,,US 14 - EU 48.5,,,,,"",3350.0,,0,deny,manual,44.00,81.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
